id;day;trial;date;size;errors;time;rate_error;rate_time;degree_ornam;female_accep;neophobia;body_condition;degree_mat_female
M12;2;7;26/06/19;3.967;incomplete;incomplete;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;2;8;26/06/19;3.967;2;53;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;2;9;26/06/19;3.967;incomplete;incomplete;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;2;10;26/06/19;3.967;incomplete;incomplete;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;3;11;27/06/19;3.967;3;84;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;3;12;27/06/19;3.967;1;35;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;3;13;27/06/19;3.967;4;208;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;3;14;27/06/19;3.967;7;289;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;3;15;27/06/19;3.967;2;24;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;4;16;28/06/19;3.967;4;168;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;4;17;28/06/19;3.967;2;56;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;4;18;28/06/19;3.967;2;200;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;4;19;28/06/19;3.967;7;159;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;4;20;28/06/19;3.967;0;27;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;5;21;29/06/19;3.967;2;79;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;5;22;29/06/19;3.967;6;233;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;5;23;29/06/19;3.967;2;78;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;5;24;29/06/19;3.967;4;218;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M12;5;25;29/06/19;3.967;1;41;-0,1363203;-0,0612367;0,0825448;Rejected;0,6463000;-0,0224353;-0,0383418
M13;1;1;02/07/19;4.057;9;1378;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;1;2;02/07/19;4.057;6;234;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;1;3;02/07/19;4.057;incomplete;incomplete;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;1;4;02/07/19;4.057;6;149;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;1;5;02/07/19;4.057;2;47;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;2;6;03/07/19;4.057;7;194;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;2;7;03/07/19;4.057;9;219;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;2;8;03/07/19;4.057;2;59;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;2;9;03/07/19;4.057;4;86;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;2;10;03/07/19;4.057;2;30;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;3;11;04/07/19;4.057;4;93;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;3;12;04/07/19;4.057;3;47;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;3;13;04/07/19;4.057;3;46;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;3;14;04/07/19;4.057;4;80;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;3;15;04/07/19;4.057;3;18;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;4;16;05/07/19;4.057;8;118;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;4;17;05/07/19;4.057;4;72;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;4;18;05/07/19;4.057;1;22;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;4;19;05/07/19;4.057;5;212;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;4;20;05/07/19;4.057;2;45;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;5;21;06/07/19;4.057;3;61;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;5;22;06/07/19;4.057;4;47;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;5;23;06/07/19;4.057;1;33;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;5;24;06/07/19;4.057;1;26;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M13;5;25;06/07/19;4.057;0;11;-0,2080139;-0,0942359;0,0613061;Chosen;0,7059000;0,0154807;0,0100789
M14;1;1;02/07/19;4.305;16;1457;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;1;2;02/07/19;4.305;4;214;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;1;3;02/07/19;4.305;5;82;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;1;4;02/07/19;4.305;8;207;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;1;5;02/07/19;4.305;5;152;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;2;6;03/07/19;4.305;5;136;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;2;7;03/07/19;4.305;3;62;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;2;8;03/07/19;4.305;4;109;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;2;9;03/07/19;4.305;6;113;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;2;10;03/07/19;4.305;3;60;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;3;11;04/07/19;4.305;2;24;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;3;12;04/07/19;4.305;2;37;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;3;13;04/07/19;4.305;3;114;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;3;14;04/07/19;4.305;6;90;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;3;15;04/07/19;4.305;2;47;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;4;16;05/07/19;4.305;2;34;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;4;17;05/07/19;4.305;2;67;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;4;18;05/07/19;4.305;3;66;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;4;19;05/07/19;4.305;3;59;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;4;20;05/07/19;4.305;7;116;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;5;21;06/07/19;4.305;2;32;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;5;22;06/07/19;4.305;2;32;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;5;23;06/07/19;4.305;4;65;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;5;24;06/07/19;4.305;3;50;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M14;5;25;06/07/19;4.305;2;65;-0,2100000;-0,0695253;-0,0515631;Chosen;0,8204000;-0,0331961;0,0387149
M15;1;1;09/07/19;4.371;20;734;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;1;2;09/07/19;4.371;2;78;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;1;3;09/07/19;4.371;2;58;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;1;4;09/07/19;4.371;4;109;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;1;5;09/07/19;4.371;3;64;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;2;6;10/07/19;4.371;1;53;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;2;7;10/07/19;4.371;2;43;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;2;8;10/07/19;4.371;1;47;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;2;9;10/07/19;4.371;2;64;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;2;10;10/07/19;4.371;3;88;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;3;11;11/07/19;4.371;4;121;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;3;12;11/07/19;4.371;2;67;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;3;13;11/07/19;4.371;1;46;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;3;14;11/07/19;4.371;2;62;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;3;15;11/07/19;4.371;3;91;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;4;16;12/07/19;4.371;1;39;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;4;17;12/07/19;4.371;0;28;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;4;18;12/07/19;4.371;3;86;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;4;19;12/07/19;4.371;1;86;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;4;20;12/07/19;4.371;1;37;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;5;21;13/07/19;4.371;4;52;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;5;22;13/07/19;4.371;0;21;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;5;23;13/07/19;4.371;1;41;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;5;24;13/07/19;4.371;2;35;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M15;5;25;13/07/19;4.371;1;31;-0,2138462;-0,0526705;0,0297471;Chosen;0,7527000;-0,0000030;-0,0222784
M16;1;1;09/07/19;3.895;13;1413;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;1;2;09/07/19;3.895;2;73;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;1;3;09/07/19;3.895;0;22;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;1;4;09/07/19;3.895;5;712;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;1;5;09/07/19;3.895;incomplete;incomplete;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;2;6;10/07/19;3.895;0;14;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;2;7;10/07/19;3.895;3;62;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;2;8;10/07/19;3.895;0;25;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;2;9;10/07/19;3.895;3;45;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;2;10;10/07/19;3.895;2;48;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;3;11;11/07/19;3.895;2;47;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;3;12;11/07/19;3.895;4;60;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;3;13;11/07/19;3.895;5;91;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;3;14;11/07/19;3.895;4;51;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;3;15;11/07/19;3.895;2;35;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;4;16;12/07/19;3.895;1;14;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;4;17;12/07/19;3.895;2;28;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;4;18;12/07/19;3.895;1;20;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;4;19;12/07/19;3.895;incomplete;incomplete;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;4;20;12/07/19;3.895;4;83;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;5;21;13/07/19;3.895;3;48;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;5;22;13/07/19;3.895;1;23;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;5;23;13/07/19;3.895;2;27;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;5;24;13/07/19;3.895;1;22;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M16;5;25;13/07/19;3.895;3;72;-0,1004131;-0,0619854;-0,0811758;Rejected;0,6820000;0,0081358;0,1254500
M17;1;1;16/07/19;4.183;4;200;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;1;2;16/07/19;4.183;4;75;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;1;3;16/07/19;4.183;5;64;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;1;4;16/07/19;4.183;4;61;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;1;5;16/07/19;4.183;5;125;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;2;6;17/07/19;4.183;3;206;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;2;7;17/07/19;4.183;3;44;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;2;8;17/07/19;4.183;2;28;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;2;9;17/07/19;4.183;5;142;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;2;10;17/07/19;4.183;5;94;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;3;11;18/07/19;4.183;2;31;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;3;12;18/07/19;4.183;3;67;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;3;13;18/07/19;4.183;2;63;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;3;14;18/07/19;4.183;3;41;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;3;15;18/07/19;4.183;2;38;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;4;16;19/07/19;4.183;2;32;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;4;17;19/07/19;4.183;2;15;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;4;18;19/07/19;4.183;1;27;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;4;19;19/07/19;4.183;3;40;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;4;20;19/07/19;4.183;2;105;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;5;21;20/07/19;4.183;2;49;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;5;22;20/07/19;4.183;3;46;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;5;23;20/07/19;4.183;2;44;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;5;24;20/07/19;4.183;1;54;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M17;5;25;20/07/19;4.183;1;18;-0,1269231;-0,0492821;-0,0875185;Rejected;0,7660000;0,0309900;0,0426992
M18;1;1;16/07/19;4.533;10;335;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;1;2;16/07/19;4.533;4;112;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;1;3;16/07/19;4.533;9;393;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;1;4;16/07/19;4.533;4;78;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;1;5;16/07/19;4.533;7;79;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;2;6;17/07/19;4.533;8;218;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;2;7;17/07/19;4.533;7;99;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;2;8;17/07/19;4.533;4;99;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;2;9;17/07/19;4.533;5;147;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;2;10;17/07/19;4.533;6;121;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;3;11;18/07/19;4.533;5;149;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;3;12;18/07/19;4.533;4;104;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;3;13;18/07/19;4.533;3;68;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;3;14;18/07/19;4.533;4;79;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;3;15;18/07/19;4.533;3;61;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;4;16;19/07/19;4.533;6;57;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;4;17;19/07/19;4.533;4;77;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;4;18;19/07/19;4.533;1;62;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;4;19;19/07/19;4.533;4;99;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;4;20;19/07/19;4.533;4;101;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;5;21;20/07/19;4.533;1;35;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;5;22;20/07/19;4.533;3;36;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;5;23;20/07/19;4.533;2;59;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;5;24;20/07/19;4.533;2;95;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M18;5;25;20/07/19;4.533;1;33;-0,2507692;-0,0589907;0,1528157;Chosen;0,7878000;-0,0387210;0,0068907
M19;1;1;23/07/19;4.111;8;128;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;1;2;23/07/19;4.111;6;110;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;1;3;23/07/19;4.111;7;189;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;1;4;23/07/19;4.111;3;65;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;1;5;23/07/19;4.111;1;29;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;2;6;24/07/19;4.111;6;104;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;2;7;24/07/19;4.111;1;32;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;2;8;24/07/19;4.111;3;49;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;2;9;24/07/19;4.111;2;80;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;2;10;24/07/19;4.111;2;25;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;3;11;25/07/19;4.111;4;42;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;3;12;25/07/19;4.111;2;9;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;3;13;25/07/19;4.111;3;50;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;3;14;25/07/19;4.111;3;54;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;3;15;25/07/19;4.111;2;20;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;4;16;26/07/19;4.111;4;38;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;4;17;26/07/19;4.111;3;45;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;4;18;26/07/19;4.111;3;85;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;4;19;26/07/19;4.111;2;87;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;4;20;26/07/19;4.111;2;15;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;5;21;27/07/19;4.111;1;14;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;5;22;27/07/19;4.111;1;39;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;5;23;27/07/19;4.111;2;22;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;5;24;27/07/19;4.111;1;28;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M19;5;25;27/07/19;4.111;0;10;-0,1800000;-0,0639318;0,0788246;Chosen;0,8612000;0,0030232;-0,0574363
M20;1;1;23/07/19;4.161;1;41;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;1;2;23/07/19;4.161;3;113;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;1;3;23/07/19;4.161;17;332;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;1;4;23/07/19;4.161;0;34;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;1;5;23/07/19;4.161;8;747;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;2;6;24/07/19;4.161;1;124;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;2;7;24/07/19;4.161;3;66;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;2;8;24/07/19;4.161;3;73;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;2;9;24/07/19;4.161;1;70;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;2;10;24/07/19;4.161;8;218;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;3;11;25/07/19;4.161;3;82;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;3;12;25/07/19;4.161;2;56;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;3;13;25/07/19;4.161;7;220;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;3;14;25/07/19;4.161;0;35;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;3;15;25/07/19;4.161;2;57;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;4;16;26/07/19;4.161;1;35;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;4;17;26/07/19;4.161;2;101;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;4;18;26/07/19;4.161;1;50;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
M20;4;19;26/07/19;4.161;5;68;-0,1233695;-0,0360307;-0,0156630;Rejected;0,7158000;0,0394567;0,0872789
